项目名称,区域,建筑面积（㎡）,房屋用途,户型,意向售价(万元),参考价(元/平方米),房源编码,代理中介名称,委托期限,发布时间
满京华云著花园（二期）2号楼,宝安,82.2,住宅,三房,360,45800,252418186289乐有家,深圳市乐有家房产交易有限公司,2025-07-04 12:07:54~2026-07-05 12:07:54,2025-07-04
花半里清湖花园3栋,宝安,78.6,住宅,三房,340,50600,257025407100乐有家,深圳市乐有家房产交易有限公司,2025-06-24 07:06:02~2026-06-25 07:06:02,2025-06-24
住宅楼2栋,宝安,95.69,住宅,三房,465,--,250120140883链家,深圳链家房地产经纪有限公司,2025-06-25 12:06:31~2026-06-26 12:06:31,2025-06-25
金玲花园 金玲阁,宝安,117,商品住宅,三房,420,40000,252238848461深圳市龙福居房地产经纪有限公司,深圳市龙福居房地产经纪有限公司,2025-07-04 04:07:22~2025-09-03 04:09:22,2025-05-15
满京华云著华庭3栋,宝安,87.7,住宅,三房,390,--,251373920067嘉鸿福地产,深圳市嘉鸿福房地产经纪有限公司,2025-07-04 11:07:57~2026-07-05 11:07:57,2025-07-04
北宸之光家园1栋,宝安,80.85,住宅,三房,450,--,254724500616莞融地产,深圳市莞融信息服务有限公司,2025-06-25 02:06:32~2026-06-26 02:06:32,2025-06-25
新锦安雅园B5-B6栋,宝安,125.4,住宅,三房,648,62000,255846490324乐有家,深圳市乐有家房产交易有限公司,2025-07-17 03:07:13~2026-07-18 03:07:13,2025-07-17
九区商住楼一栋,宝安,73.9,住宅,三房,390,54000,255618691927乐有家,深圳市乐有家房产交易有限公司,2025-07-16 06:07:14~2026-07-17 06:07:14,2025-07-16
永安商业城1栋,宝安,113.04,住宅,三房,400,32500,253822050600乐有家控股,深圳市乐有家控股集团有限公司,2025-07-17 11:07:36~2026-07-18 11:07:36,2025-07-17
万丰海岸城瑧园1栋,宝安,97.53,住宅,三房,500,--,252500589395正域地产,深圳市正域房地产投资顾问有限公司,2025-07-20 09:07:48~2026-07-21 09:07:48,2025-07-20
勤诚达正大城悦园13栋,宝安,85.74,住宅,三房,350,--,257035690317乐有家,深圳市乐有家房产交易有限公司,2025-07-17 04:07:54~2025-09-16 04:09:54,2025-05-17
华厦楼,宝安,107.9,住宅,三房,418,38000,257691493935链家,深圳链家房地产经纪有限公司,2025-07-20 10:07:42~2026-07-21 10:07:42,2025-07-20
银鸿大楼,宝安,45.3,办公,三房,350,--,255172975539乐有家,深圳市乐有家房产交易有限公司,2025-07-27 10:07:03~2026-07-28 10:07:03,2025-07-12
湾美花园8#楼,宝安,85.98,住宅,三房,725,85000,253364864410乐有家,深圳市乐有家房产交易有限公司,2025-07-27 06:07:46~2025-09-26 06:09:46,2025-05-27
金域豪庭8栋,宝安,87.87,住宅,三房,490,58000,254878018624越王地产,深圳市越王房地产经纪有限公司,2025-07-13 07:07:10~2026-07-14 07:07:10,2025-07-13
星河荣御花苑（三期）1栋,宝安,89.68,住宅,三房,345,--,259062045829中原地产,中原地产代理（深圳）有限公司,2025-07-11 08:07:34~2026-07-12 08:07:34,2025-07-11
莱蒙春天花园（A818-0445）1-5栋,宝安,88.31,住宅,三房,850,90500,259478673160贝壳找房富房金亨利店,深圳恒隆房地产经纪有限公司,2025-07-08 06:07:39~2026-07-09 06:07:39,2025-07-08
文汇花园B区B4栋,宝安,89.4,住宅,三房,428,51600,252851802547生亿达商务有限公司,深圳市生亿达商务有限公司,2025-07-09 11:07:31~2025-09-08 11:09:31,2025-07-09
世纪春城（二期）10栋,宝安,99.69,住宅,三房,399,52000,257192105589乐有家,深圳市乐有家房产交易有限公司,2025-06-23 09:06:25~2026-06-24 09:06:25,2025-06-23
深业*新岸线1栋,宝安,124.03,住宅,三房,910,86900,258010867666链家,深圳链家房地产经纪有限公司,2025-07-28 10:07:15~2026-07-29 10:07:15,2025-06-22
御龙居9栋,宝安,131.6,住宅,三房,660,49200,258527419121链家,深圳链家房地产经纪有限公司,2025-06-22 09:06:16~2026-06-23 09:06:16,2025-06-22
美丽365G栋,宝安,92.22,住宅,三房,350,44700,252410344418链家,深圳链家房地产经纪有限公司,2025-08-10 02:08:31~2025-10-10 02:10:31,2025-06-18
菁英趣庭1栋,宝安,67.7,住宅,三房,600,87000,258460564861里仁府地产,深圳市里仁府地产经纪有限公司,2025-06-22 09:06:19~2026-06-23 09:06:19,2025-06-22
大信花园8栋,宝安,94.31,住宅,三房,400,45800,254970981815乐有家,深圳市乐有家房产交易有限公司,2025-06-23 05:06:47~2026-06-24 05:06:47,2025-06-23
湾上六座花园1栋,宝安,85.25,住宅,三房,558,74200,259162129261乐有家,深圳市乐有家房产交易有限公司,2025-07-05 10:07:42~2026-07-06 10:07:42,2025-07-05
金地梅陇镇花园17栋,宝安,88.45,住宅,三房,439,58900,253262766255链家,深圳链家房地产经纪有限公司,2025-07-05 09:07:38~2026-07-06 09:07:38,2025-07-05
中商花园A栋,宝安,81.34,住宅,三房,480,60500,259892778310乐有家,深圳市乐有家房产交易有限公司,2025-06-20 05:06:15~2026-06-21 05:06:15,2025-06-20
潜龙花园一栋,宝安,94.55,住宅,三房,376,51200,259745706259合家科技,合家科技（深圳）有限公司,2025-08-16 04:08:35~2025-10-16 04:10:35,2025-06-17
万科星城名邸1栋,宝安,95.1,住宅,三房,408,--,256345434633深圳市盛远辰信息咨询有限公司,深圳市盛远辰信息咨询有限公司,2025-06-28 08:06:09~2026-06-29 08:06:09,2025-06-28
富士君悦府4栋,宝安,100.42,住宅,三房,640,--,250093029503新四海,新四海（深圳）房地产经纪有限责任公司,2025-08-17 06:08:36~2026-08-18 06:08:36,2025-06-23
锦绣江南Ⅱ栋,宝安,97.12,住宅,三房,510,51400,253794353828乐有家,深圳市乐有家房产交易有限公司,2025-07-31 04:07:39~2025-09-30 04:09:39,2025-05-31
瑞翔居2栋,宝安,93.18,住宅,三房,439,57000,251700572072深圳市连横房地产经纪有限公司,深圳市连横房地产经纪有限公司,2025-07-19 09:07:48~2026-07-20 09:07:48,2025-07-19
凤凰天誉华府,宝安,87.12,住宅,三房,560,--,259789400407乐有家,深圳市乐有家房产交易有限公司,2025-07-15 06:07:44~2026-07-16 06:07:44,2025-06-21
金亨利首府1栋,宝安,87.69,住宅,三房,880,90500,250326334717乐有家,深圳市乐有家房产交易有限公司,2025-07-18 11:07:38~2026-07-19 11:07:38,2025-07-18
冠城世家3栋,宝安,118.87,住宅,三房,720,66400,259952466014乐有家,深圳市乐有家房产交易有限公司,2025-07-12 10:07:32~2026-07-13 10:07:32,2025-07-12
中环花园三期1栋,宝安,96.66,住宅,三房,398,40000,252131885059乐有家,深圳市乐有家房产交易有限公司,2025-06-30 06:06:25~2026-07-01 06:07:25,2025-06-30
23区微利房二栋,宝安,92.2,其它,三房,480,--,253400743016房百通,深圳市房百通网络信息咨询有限公司,2025-06-20 07:06:46~2026-06-21 07:06:46,2025-06-20
碧海富通城11栋,宝安,82.04,住宅,三房,499,70200,258307279387乐有家,深圳市乐有家房产交易有限公司,2025-06-24 08:06:49~2025-09-23 08:09:49,2025-06-24
万科星城商业中心1栋,宝安,65.86,办公,三房,220,--,250251847838中原地产,中原地产代理（深圳）有限公司,2025-08-17 12:08:30~2026-08-18 12:08:30,2025-07-03
万家灯火花园2栋,宝安,128.36,住宅,三房,630,48100,251757183436乐有家,深圳市乐有家房产交易有限公司,2025-08-15 02:08:58~2025-10-15 02:10:58,2025-06-15
勤诚达乐园,宝安,89.65,住宅,三房,780,--,253263249139乐有家,深圳市乐有家房产交易有限公司,2025-06-27 06:06:13~2026-06-28 06:06:13,2025-06-27
中海西岸华府12栋,宝安,95.62,住宅,三房,375,43600,259486718776深圳市佰成房地产经纪有限公司,深圳市佰成房地产经纪有限公司,2025-06-27 06:06:34~2026-06-28 06:06:34,2025-06-27
西城丰和家园1栋,宝安,98.34,住宅,三房,530,57200,253821744855链家,深圳链家房地产经纪有限公司,2025-06-24 05:06:18~2026-06-25 05:06:18,2025-06-24
宝雅花园C栋,宝安,79.9,住宅,三房,399,72500,257616254158乐有家控股,深圳市乐有家控股集团有限公司,2025-06-21 08:06:59~2026-06-22 08:06:59,2025-06-21
威文大厦1栋,宝安,115.34,住宅,三房,596,46000,255393072749六六好房,深圳市六六好房网络科技有限公司,2025-08-15 08:08:51~2025-10-15 08:10:51,2025-06-16
领航城领翔华府B区7号A单元,宝安,84.43,住宅,三房,475,61000,257253855685中原地产,中原地产代理（深圳）有限公司,2025-07-25 08:07:45~2025-09-24 08:09:45,2025-05-25
绿景香颂花园,宝安,70.45,住宅,三房,400,65400,253502805126链家,深圳链家房地产经纪有限公司,2025-07-19 08:07:43~2025-09-18 08:09:43,2025-05-21
新锦安海纳公馆1栋,宝安,89.28,住宅,三房,1050,--,250990316848远筑房地产,深圳市远筑房地产经纪有限公司,2025-08-11 08:08:49~2026-02-08 08:02:49,2025-07-14
万丰海岸城瑧园2栋,宝安,94.89,住宅,三房,510,--,256043580941乐有家,深圳市乐有家房产交易有限公司,2025-07-18 12:07:51~2025-09-17 12:09:51,2025-06-02
澜汇城泱花园4栋,宝安,97.38,住宅,三房,450,--,251482560980深圳市嘉禾万家房地产经纪有限公司,深圳市嘉禾万家房地产经纪有限公司,2025-07-19 09:07:06~2026-07-20 09:07:06,2025-07-19
绿景香颂花园,宝安,89.17,住宅,三房,475,65400,257687177371链家,深圳链家房地产经纪有限公司,2025-07-09 10:07:56~2026-07-05 10:07:56,2025-07-09
中粮凤凰里花苑5栋,宝安,88.25,住宅,三房,380,47700,254072264498房百通,深圳市房百通网络信息咨询有限公司,2025-07-04 07:07:11~2026-07-05 07:07:11,2025-07-04
理想居1栋,宝安,95.65,住宅,三房,430,55300,259981119706乐有家,深圳市乐有家房产交易有限公司,2025-07-21 04:07:39~2025-09-20 04:09:39,2025-05-25
和樾府5栋,宝安,108.39,住宅,三房,1080,--,257538158619腾越地产,深圳市腾越房地产经纪有限公司,2025-07-17 11:07:37~2026-07-18 11:07:37,2025-07-17
海语西湾花园1栋,宝安,88.46,住宅,三房,660,85000,257348980684乐有家,深圳市乐有家房产交易有限公司,2025-08-08 05:08:59~2025-10-08 05:10:59,2025-06-18
绿海名居6号楼,宝安,102,住宅,三房,650,66800,254996717185乐有家,深圳市乐有家房产交易有限公司,2025-08-16 12:08:01~2026-08-17 12:08:01,2025-06-27
华盛新沙荟名庭（二期）1栋,宝安,87.58,住宅,三房,380,49000,253382868470中原地产,中原地产代理（深圳）有限公司,2025-06-27 08:06:39~2026-06-28 08:06:39,2025-06-27
宝亭锦园1栋,宝安,89.23,住宅,三房,303,47800,259516816772裕安置业,深圳市裕安置业投资有限公司,2025-06-30 11:06:03~2026-07-01 11:07:03,2025-06-30
正兆景嘉园4号楼,宝安,89.59,住宅,三房,335,44900,254346078983鑫来,深圳市鑫来房地产经纪有限公司,2025-06-30 09:06:18~2026-07-01 09:07:18,2025-06-30
锦绣御园（一期）10栋,宝安,118.12,住宅,三房,550,51000,255618254862乐有家,深圳市乐有家房产交易有限公司,2025-07-06 06:07:16~2026-07-07 06:07:16,2025-07-06
鸿昌花园1栋,宝安,99.68,住宅,三房,458,49500,258611144738德居房地产,深圳德居房地产经纪有限公司,2025-08-03 06:08:32~2026-08-04 06:08:32,2025-07-06
万科启城家园8栋,宝安,104.6,住宅,三房,385,--,251711246712深圳市壹都房地产有限公司,深圳市壹都房地产有限公司,2025-07-07 03:07:48~2026-07-08 03:07:48,2025-07-07
富士君荟苑1栋,宝安,102.74,住宅,三房,700,--,255552885769新四海,新四海（深圳）房地产经纪有限责任公司,2025-06-28 09:06:27~2026-06-29 09:06:27,2025-06-28
御景水岸花园GH栋,宝安,83.65,住宅,三房,398,50000,254707972649深圳市信优房地产有限公司,深圳市信优房地产有限公司,2025-06-27 02:06:25~2026-06-28 02:06:25,2025-06-27
可乐园A栋,宝安,42.76,住宅,三房,230,52500,259499285115乐有家,深圳市乐有家房产交易有限公司,2025-07-04 02:07:41~2026-07-05 02:07:41,2025-07-04
珑湾世界花园2栋,宝安,82.32,住宅,三房,380,--,255415444636华恒鑫地产,深圳市华恒鑫网络科技有限公司,2025-07-05 11:07:05~2026-07-06 11:07:05,2025-07-05
天欣花园3栋,宝安,98.39,住宅,三房,400,44400,257025209238信诺安居,深圳市信诺安居房地产经纪有限公司,2025-06-27 11:06:24~2026-06-28 11:06:24,2025-06-27
百合苑十八栋,宝安,88.4,住宅,三房,420,46300,252729907473乐有家,深圳市乐有家房产交易有限公司,2025-07-27 06:07:31~2025-09-26 06:09:31,2025-05-29
怡宝花园1栋,宝安,110.02,住宅,三房,618,42000,253063624264链家,深圳链家房地产经纪有限公司,2025-07-10 02:07:30~2025-09-09 02:09:30,2025-05-15
73区10号楼,宝安,93.36,住宅,三房,340,46400,251655619071链家,深圳链家房地产经纪有限公司,2025-06-22 09:06:34~2026-06-23 09:06:34,2025-06-22
恒安花园B栋,宝安,115.78,住宅,三房,890,73800,259113758912链家,深圳链家房地产经纪有限公司,2025-08-11 12:08:27~2025-10-11 12:10:27,2025-06-14
幸福港湾御品居2号楼,宝安,88.75,住宅,三房,685,76000,250062634867乐有家,深圳市乐有家房产交易有限公司,2025-06-23 04:06:47~2025-08-23 04:08:47,2025-06-01
书香门第名苑1-2栋,宝安,97.07,住宅,三房,558,65300,251820946765链家,深圳链家房地产经纪有限公司,2025-07-13 08:07:40~2025-09-12 08:09:40,2025-05-17
名门华府,宝安,61.62,住宅,三房,661,86200,253986493222乐有家,深圳市乐有家房产交易有限公司,2025-06-28 02:06:35~2025-08-28 02:08:35,2025-05-18
嘉洲商务中心（A007-0559）3栋商务公寓,宝安,87.74,商务公寓,三房,360,--,257062172272链家,深圳链家房地产经纪有限公司,2025-06-28 09:06:51~2026-06-29 09:06:51,2025-06-28
中海闻华里3栋,宝安,95.82,住宅,三房,675,--,251794939495链家,深圳链家房地产经纪有限公司,2025-07-01 12:07:30~2025-08-31 12:08:30,2025-06-17
盛合天宸家园4栋,宝安,81.02,住宅,三房,540,--,257048427920明安居地产,深圳市明安居房地产经纪有限公司,2025-06-27 06:06:07~2026-06-28 06:06:07,2025-06-27
松涛花园商住楼A2栋,宝安,96.83,住宅,三房,260,35200,254106511707深圳市佰成房地产经纪有限公司,深圳市佰成房地产经纪有限公司,2025-06-28 11:06:45~2026-06-29 11:06:45,2025-06-28
华海金湾公馆（A104-0136）,宝安,83.78,住宅,三房,598,84100,254731974118乐有家,深圳市乐有家房产交易有限公司,2025-06-28 11:06:52~2026-06-29 11:06:52,2025-06-28
嘉华花园一栋,宝安,81.7,住宅,三房,290,52000,253103511436乐有家,深圳市乐有家房产交易有限公司,2025-06-19 06:06:11~2025-08-19 06:08:11,2025-06-19
汇宝苑2栋,宝安,82.46,住宅,三房,348,47900,258948528079鑫联地产,深圳市鑫联地产有限公司,2025-08-17 12:08:46~2025-10-17 12:10:46,2025-06-18
金侨花园11栋,宝安,77.5,住宅,三房,230,40400,259575031271建锋地产,深圳市建锋房地产经纪有限公司,2025-08-01 06:08:42~2025-10-01 06:10:42,2025-06-19
魅力时代花园1栋,宝安,87.8,住宅,三房,650,74800,251923225634乐有家,深圳市乐有家房产交易有限公司,2025-06-20 04:06:34~2025-08-20 04:08:34,2025-06-20
福东龙华府1栋,宝安,82.07,住宅,三房,385,56100,254586822096乐有家,深圳市乐有家房产交易有限公司,2025-06-29 05:06:47~2026-06-30 05:06:47,2025-06-29
万家灯火花园4栋,宝安,87.09,住宅,三房,430,48100,250526454031乐有家,深圳市乐有家房产交易有限公司,2025-06-26 09:06:28~2026-06-27 09:06:28,2025-06-26
滢水山庄二区第七栋,宝安,89.59,住宅,三房,380,48200,256149813394乐有家,深圳市乐有家房产交易有限公司,2025-07-06 08:07:34~2026-07-07 08:07:34,2025-07-06
欣荣苑一栋,宝安,47.72,商业金融业,三房,166,50100,255658581422乐有家,深圳市乐有家房产交易有限公司,2025-06-29 07:06:37~2026-06-30 07:06:37,2025-06-29
天悦壹号玺苑1栋,宝安,116.59,住宅,三房,958,--,257483598092中原地产,中原地产代理（深圳）有限公司,2025-06-27 05:06:59~2026-06-28 05:06:59,2025-06-27
领航城领翔华府B区3号A单元,宝安,88.5,住宅,三房,470,61000,252210888667明安居地产,深圳市明安居房地产经纪有限公司,2025-07-02 05:07:29~2026-06-28 05:06:29,2025-07-02
金地梅陇镇花园19栋,宝安,90.65,住宅,三房,450,56200,254700287313乐有家,深圳市乐有家房产交易有限公司,2025-07-06 10:07:03~2026-07-07 10:07:03,2025-07-06
天福华府（B区）B1栋,宝安,87.77,住宅,三房,450,52200,259336947540宏企地产,深圳市宏企地产经纪有限公司,2025-06-20 10:06:17~2025-08-20 10:08:17,2025-06-20
裕宝大厦,宝安,85.2,住宅,三房,380,66600,250810929159安家地产,深圳市安家地产投资顾问有限公司,2025-08-10 08:08:39~2025-10-10 08:10:39,2025-06-17
松风明月花园6栋,宝安,98.76,住宅,三房,475,--,251317074640乐有家,深圳市乐有家房产交易有限公司,2025-06-26 09:06:43~2025-09-25 09:09:43,2025-06-26
满京华云著华庭3栋,宝安,87.7,住宅,三房,360,--,258428894246博瑞达,深圳市博瑞达房地产经纪有限公司,2025-07-12 09:07:47~2026-07-13 09:07:47,2025-07-12
润恒尚园7栋,宝安,86,住宅,三房,600,64700,250703237513乐有家,深圳市乐有家房产交易有限公司,2025-07-12 11:07:29~2026-07-13 11:07:29,2025-07-12
润科华府（一期）,宝安,89.36,住宅,三房,416,62000,259193410469链家,深圳链家房地产经纪有限公司,2025-08-17 12:08:30~2026-08-18 12:08:30,2025-06-29
金泰花园一栋,宝安,102.9,住宅,三房,450,51200,250811787126中原地产,中原地产代理（深圳）有限公司,2025-08-01 08:08:34~2025-10-01 08:10:34,2025-06-03
勤诚达悦园,宝安,88.76,住宅,三房,950,100800,255553222946乐有家,深圳市乐有家房产交易有限公司,2025-07-16 04:07:45~2026-07-17 04:07:45,2025-07-16
凤凰花苑1栋,宝安,79.56,住宅,三房,296,48900,252150126866盛源房地产,深圳市盛源房地产置业有限公司,2025-06-08 04:06:03~2025-09-07 04:09:03,2025-06-08
新锦安海纳公馆1栋,宝安,116.35,住宅,三房,1480,--,250827170410乐有家,深圳市乐有家房产交易有限公司,2025-07-01 06:07:11~2026-07-02 06:07:11,2025-07-01
星航华府一期,宝安,85.7,住宅,三房,450,52400,250151879767乐有家,深圳市乐有家房产交易有限公司,2025-07-10 05:07:49~2026-07-11 05:07:49,2025-07-10
深航假日名居10栋,宝安,119.82,住宅,三房,1000,--,254573079652链家,深圳链家房地产经纪有限公司,2025-07-06 07:07:54~2026-07-07 07:07:54,2025-07-06
金域豪庭6栋,宝安,102.13,住宅,三房,400,51900,258170235760星房网络科技,深圳市星房网络科技有限公司,2025-07-02 02:07:39~2026-07-03 02:07:39,2025-07-02
北宸之光家园1栋,宝安,81.3,住宅,三房,300,--,250435638976链家,深圳链家房地产经纪有限公司,2025-06-19 09:06:05~2025-08-19 09:08:05,2025-06-19
书香门第上河坊广场1栋,宝安,54.72,住宅,三房,420,73500,257389894608乐有家,深圳市乐有家房产交易有限公司,2025-07-04 10:07:27~2026-07-05 10:07:27,2025-07-04
华海金湾公馆（A104-0136）,宝安,82.35,住宅,三房,620,84100,255128435055乐有家,深圳市乐有家房产交易有限公司,2025-06-29 05:06:06~2026-06-30 05:06:06,2025-06-29
满京华云著华庭5栋,宝安,87.98,住宅,三房,450,--,254534189710深圳市佰成房地产经纪有限公司,深圳市佰成房地产经纪有限公司,2025-06-29 02:06:40~2026-06-30 02:06:40,2025-06-29
博林君瑞花园1栋,宝安,90,住宅,三房,390,60000,258295377655,深圳市易和置业有限公司,2025-07-17 09:07:40~2026-07-18 09:07:40,2025-06-28
滢水山庄第二十六栋,宝安,117.83,住宅,三房,480,43500,258053303408链家,深圳链家房地产经纪有限公司,2025-07-10 06:07:31~2026-07-11 06:07:31,2025-07-06
泰华明珠1栋,宝安,118.41,住宅,三房,600,51300,254998187345德居房地产,深圳德居房地产经纪有限公司,2025-07-15 02:07:12~2026-07-16 02:07:12,2025-06-24
领航城领翔华府A区5号B单元,宝安,89.22,住宅,三房,480,61000,250213246710新四海,新四海（深圳）房地产经纪有限责任公司,2025-07-12 05:07:47~2026-07-13 05:07:47,2025-07-12
莱蒙春天花园(A818-0449宗地)1栋,宝安,88.08,住宅,三房,825,90500,259089686740乐有家,深圳市乐有家房产交易有限公司,2025-07-20 08:07:29~2026-07-21 08:07:29,2025-07-12
潜龙曼海宁花园（北区）4栋,宝安,87.14,住宅,三房,520,73000,252917136607橘子房地产,深圳橘子房地产经纪有限公司,2025-07-23 04:07:32~2025-09-22 04:09:32,2025-05-24
京基智农山海御园1栋,宝安,94.71,住宅,三房,580,--,254483182646常盛地产,深圳市常盛房地产经纪有限公司,2025-07-15 07:07:28~2026-07-16 07:07:28,2025-07-15
新锦安海纳公馆1栋,宝安,89.4,住宅,三房,1050,--,254984065460乐有家,深圳市乐有家房产交易有限公司,2025-07-15 07:07:21~2026-07-16 07:07:21,2025-07-15
润科华府（一期）,宝安,89.16,住宅,三房,430,62000,250321281236乐有家,深圳市乐有家房产交易有限公司,2025-07-19 06:07:49~2025-09-18 06:09:49,2025-05-22
福景花园一栋,宝安,80.8,住宅,三房,240,40600,253742289977乐有家,深圳市乐有家房产交易有限公司,2025-08-11 02:08:32~2025-10-11 02:10:32,2025-06-12
福中福商业城一栋,宝安,88.05,住宅,三房,406,54800,255100102827鑫联地产,深圳市鑫联地产有限公司,2025-07-18 09:07:43~2026-07-19 09:07:43,2025-07-18
幸福港湾尚品居,宝安,88.19,住宅,三房,610,73500,251989507550乐有家,深圳市乐有家房产交易有限公司,2025-07-31 12:07:51~2025-09-30 12:09:51,2025-05-16
勤诚达和园4#楼,宝安,89.52,住宅,三房,980,100800,251840559907乐有家,深圳市乐有家房产交易有限公司,2025-07-14 11:07:43~2026-07-10 11:07:43,2025-07-14
招商果岭花园5栋,宝安,87.92,住宅,三房,550,64700,257175731308中原地产,中原地产代理（深圳）有限公司,2025-08-17 02:08:06~2026-08-18 02:08:06,2025-07-13
中海西岸华府（南区）6栋,宝安,76.52,住宅,三房,235,43600,255534518363乐有家,深圳市乐有家房产交易有限公司,2025-08-09 04:08:28~2025-10-09 04:10:28,2025-05-29
海峦坊1栋,宝安,96.57,住宅,三房,628,--,250700475569深圳市福佑地产经纪有限公司,深圳市福佑地产经纪有限公司,2025-07-20 05:07:11~2026-07-21 05:07:11,2025-07-20
碧海富通城A栋,宝安,100.19,住宅,三房,630,68700,254762430398卫明房地产,深圳市卫明房地产经纪有限公司,2025-06-25 03:06:20~2026-06-26 03:06:20,2025-06-25
莱蒙春天花园（A818-0445）1-5栋,宝安,87.54,住宅,三房,980,90500,256849208582乐有家,深圳市乐有家房产交易有限公司,2025-07-19 02:07:06~2026-07-20 02:07:06,2025-07-19
金汇名园1栋,宝安,104.72,住宅,三房,520,50300,253205247589房百通,深圳市房百通网络信息咨询有限公司,2025-07-14 02:07:33~2025-09-13 02:09:33,2025-05-20
中洲华府商业大厦,宝安,163.77,商务公寓,三房,760,--,254736650085中原地产,中原地产代理（深圳）有限公司,2025-06-27 10:06:59~2025-08-27 10:08:59,2025-06-27
二十四区商住楼G栋,宝安,98.4,住宅,三房,420,47500,253970615214润家地产,深圳市润家地产顾问有限公司,2025-07-10 03:07:30~2026-07-11 03:07:30,2025-07-10
西城雅筑花苑,宝安,67.21,住宅,三房,549,88400,253052258619乐有家,深圳市乐有家房产交易有限公司,2025-07-15 10:07:59~2026-07-16 10:07:59,2025-07-10
尖岗山壹号花园16栋,宝安,79.4,住宅,三房,680,--,257789308735弘信,深圳市弘信置业有限公司,2025-08-15 02:08:33~2026-08-16 02:08:33,2025-07-04
天健时尚空间名苑,宝安,69.92,住宅,三房,830,100800,251093040597乐有家,深圳市乐有家房产交易有限公司,2025-06-19 10:06:35~2025-08-19 10:08:35,2025-06-19
三十六区八号楼,宝安,90.9,住宅,三房,338,44000,255667051035链家,深圳链家房地产经纪有限公司,2025-07-02 05:07:26~2026-07-03 05:07:26,2025-07-02
凤凰花苑2栋,宝安,50.74,商业,三房,160,--,253983018715乐有家,深圳市乐有家房产交易有限公司,2025-06-24 12:06:43~2025-08-24 12:08:43,2025-06-24
卓越皇后道名苑2栋,宝安,89.5,住宅,三房,550,70300,251052742668乐有家,深圳市乐有家房产交易有限公司,2025-06-23 10:06:40~2026-06-24 10:06:40,2025-06-23
中熙香莎公馆2栋,宝安,89.18,住宅,三房,370,52200,256403620589慧安家地产,深圳市慧安家房地产有限公司,2025-06-21 11:06:49~2026-06-22 11:06:49,2025-06-21
勤诚达悦园,宝安,87.12,住宅,三房,880,100800,256994325558乐有家,深圳市乐有家房产交易有限公司,2025-06-30 09:06:36~2025-09-29 09:09:36,2025-06-30
办公宿舍楼二栋,宝安,78.06,宿舍,三房,350,--,258304625250幸福家园,深圳市幸福家园房地产信息咨询有限公司,2025-06-13 05:06:42~2025-09-12 05:09:42,2025-06-13
莱蒙春天花园（A818-0445）1-5栋,宝安,87.72,住宅,三房,838,90500,250061241981乐有家,深圳市乐有家房产交易有限公司,2025-07-01 11:07:35~2026-07-02 11:07:35,2025-07-01
73区12号楼,宝安,93.36,住宅,三房,325,46400,251972015857诚家地产,深圳市诚家房地产经纪有限公司,2025-07-02 03:07:57~2026-07-03 03:07:57,2025-07-02
天琴阁1栋,宝安,78.64,住宅,三房,460,61000,250776620327乐有家,深圳市乐有家房产交易有限公司,2025-08-16 06:08:45~2026-08-17 06:08:45,2025-06-27
新地中央花园1号楼,宝安,77.28,住宅,三房,290,46800,254430557416乐有家,深圳市乐有家房产交易有限公司,2025-06-30 11:06:38~2026-07-01 11:07:38,2025-06-30
36区第17栋商住楼,宝安,81.06,住宅,三房,308,44000,258541783947链家,深圳链家房地产经纪有限公司,2025-06-25 02:06:04~2026-06-26 02:06:04,2025-06-25
灵芝新村A座,宝安,93.8,住宅,三房,480,70100,257050533204中原地产,中原地产代理（深圳）有限公司,2025-06-26 02:06:46~2026-06-27 02:06:46,2025-06-26
深航幸福花园4栋,宝安,89.53,住宅,三房,350,--,251385429226海拓达地产,深圳市海拓达地产有限公司,2025-08-13 02:08:32~2026-08-14 02:08:32,2025-07-13
幸福海岸11栋,宝安,133.2,住宅,三房,1250,88400,254833170364中原地产,中原地产代理（深圳）有限公司,2025-07-22 04:07:44~2025-09-21 04:09:44,2025-05-22
星河荣御花苑（三期）1栋,宝安,89.57,住宅,三房,408,--,252735897806中原地产,中原地产代理（深圳）有限公司,2025-07-15 10:07:38~2026-07-16 10:07:38,2025-07-15
弘雅花园(四期)雅兰亭4号楼,宝安,92.29,住宅,三房,520,58000,253388276008立心地产,深圳市立心房地产经纪有限公司,2025-07-15 05:07:33~2026-07-16 05:07:33,2025-07-15
公馆一八六六花园（南区）2栋,宝安,89.76,住宅,三房,630,75500,256918848008恒合地产,深圳市恒合房地产策划有限公司,2025-07-17 10:07:14~2026-07-13 10:07:14,2025-07-17
天健时尚空间名苑,宝安,91.43,住宅,三房,1210,100800,258431363698乐有家,深圳市乐有家房产交易有限公司,2025-07-18 10:07:46~2026-07-19 10:07:46,2025-07-18
流塘阳光花园1栋,宝安,71.07,住宅,三房,480,75200,250173258496中原地产,中原地产代理（深圳）有限公司,2025-07-11 10:07:38~2026-07-12 10:07:38,2025-07-11
中粮凤凰里花苑6栋,宝安,80.29,住宅,三房,330,47700,255713895529乐有家,深圳市乐有家房产交易有限公司,2025-07-03 09:07:55~2026-07-04 09:07:55,2025-07-03
联投东方华府（二期）1栋,宝安,96.2,住宅,三房,360,45800,256599402727致诚行,深圳市致诚行房地产经纪有限公司,2025-07-04 12:07:46~2026-07-05 12:07:46,2025-07-04
