项目名称,区域,建筑面积（㎡）,房屋用途,户型,意向售价(万元),参考价(元/平方米),房源编码,代理中介名称,委托期限,发布时间
招商澜园8#,宝安,86.21,住宅,三房,375,47800,255701703730深圳市亿田房地产投资顾问有限责任公司,深圳市亿田房地产投资顾问有限责任公司,2025-07-22 06:07:47~2025-09-21 06:09:47,2025-06-12
招商澜园5#,宝安,82.07,住宅,三房,386,47800,255097080325深圳市亿田房地产投资顾问有限责任公司,深圳市亿田房地产投资顾问有限责任公司,2025-07-05 07:07:31~2026-07-06 07:07:31,2025-07-05
招商澜园5#,宝安,82.07,住宅,三房,450,47800,256422264656链家,深圳链家房地产经纪有限公司,2025-06-05 05:06:41~2025-09-04 05:09:41,2025-06-05
招商澜园5#,宝安,82.09,住宅,三房,400,47800,252589200295乐有家,深圳市乐有家房产交易有限公司,2025-07-27 06:07:16~2026-07-28 06:07:16,2025-07-27
招商澜园6#,宝安,83.07,住宅,三房,340,47800,257601339806卓信地产,深圳卓信房地产管理有限公司,2025-08-03 04:08:37~2025-10-03 04:10:37,2025-06-03
招商澜园10#,宝安,87.13,住宅,三房,430,47800,254057000384乐有家,深圳市乐有家房产交易有限公司,2025-07-03 10:07:40~2025-09-02 10:09:40,2025-05-04
招商澜园3#,宝安,82.29,住宅,三房,360,47800,252671549281乐有家,深圳市乐有家房产交易有限公司,2025-08-17 04:08:19~2026-08-18 04:08:19,2025-08-17
招商澜园12#,宝安,82.68,住宅,三房,430,47800,259346890772乐有家,深圳市乐有家房产交易有限公司,2025-06-29 06:06:35~2025-08-29 06:08:35,2025-04-22
招商澜园12#,宝安,83.94,住宅,三房,340,47800,250093473498乐有家,深圳市乐有家房产交易有限公司,2025-07-14 04:07:56~2025-09-13 04:09:56,2025-06-12
招商澜园2#,宝安,83.18,住宅,三房,330,47800,258835269048深圳市嘉禾万家房地产经纪有限公司,深圳市嘉禾万家房地产经纪有限公司,2025-06-21 04:06:25~2025-08-21 04:08:25,2025-03-06
招商澜园2#,宝安,89.23,住宅,三房,408,47800,258348829907乐有家,深圳市乐有家房产交易有限公司,2025-06-22 12:06:05~2025-08-22 12:08:05,2025-06-15
招商澜园2#,宝安,83.18,住宅,三房,330,47800,250761649192乐有家,深圳市乐有家房产交易有限公司,2025-06-23 09:06:02~2026-06-24 09:06:02,2025-06-23
招商澜园2#,宝安,83.19,住宅,三房,320,47800,257267378775链家,深圳链家房地产经纪有限公司,2025-06-28 02:06:44~2025-08-28 02:08:44,2025-05-25
招商澜园2#,宝安,89.23,住宅,三房,400,47800,250314214166乐有家,深圳市乐有家房产交易有限公司,2025-07-19 04:07:33~2025-09-18 04:09:33,2025-05-22
中航格澜阳光花园5栋,宝安,95.55,住宅,三房,410,45000,251865844399链家,深圳链家房地产经纪有限公司,2025-07-17 12:07:51~2025-09-16 12:09:51,2025-06-05
华苑商住楼,宝安,77.82,住宅,三房,445,59200,252862162093鑫业诚地产,深圳市鑫业诚房地产有限公司,2025-06-21 04:06:44~2026-06-22 04:06:44,2025-06-21
博林君瑞花园1栋,宝安,89.01,住宅,三房,380,60000,252390433642深圳市盛远辰信息咨询有限公司,深圳市盛远辰信息咨询有限公司,2025-06-27 04:06:31~2026-06-28 04:06:31,2025-06-27
金海华府1栋,宝安,82.59,住宅,三房,500,70200,254730253490乐有家,深圳市乐有家房产交易有限公司,2025-07-02 11:07:38~2026-07-03 11:07:38,2025-07-02
同和凤凰花苑3栋,宝安,89.01,住宅,三房,369,48200,252520011750乐有家,深圳市乐有家房产交易有限公司,2025-08-04 02:08:38~2026-08-05 02:08:38,2025-07-05
润科华府（一期）,宝安,89.71,住宅,三房,430,62000,254081772233乐有家,深圳市乐有家房产交易有限公司,2025-08-05 12:08:07~2025-10-05 12:10:07,2025-06-27
北宸之光家园1栋,宝安,80.85,住宅,三房,450,--,254724500616莞融地产,深圳市莞融信息服务有限公司,2025-06-25 02:06:32~2026-06-26 02:06:32,2025-06-25
华强城市花园（一期）B区3栋,宝安,87.68,住宅,三房,480,--,253785939135正域地产,深圳市正域房地产投资顾问有限公司,2025-06-30 12:06:45~2026-07-01 12:07:45,2025-06-30
万科星城名邸1栋,宝安,98.28,住宅,三房,450,--,257817762296华恒鑫地产,深圳市华恒鑫网络科技有限公司,2025-08-18 08:08:30~2026-08-19 08:08:30,2025-07-03
嘉信云峰公馆1栋,宝安,75.48,住宅,三房,300,--,257076497624乐有家,深圳市乐有家房产交易有限公司,2025-06-26 10:06:44~2026-06-27 10:06:44,2025-06-23
中航格澜花园15栋,宝安,119.41,住宅,三房,490,45200,259354724815乐有家,深圳市乐有家房产交易有限公司,2025-07-28 11:07:59~2026-07-29 11:07:59,2025-07-28
中航格澜花园15栋,宝安,119.2,住宅,三房,498,45200,253762966271深圳市嘉禾万家房地产经纪有限公司,深圳市嘉禾万家房地产经纪有限公司,2025-08-18 06:08:38~2026-08-19 06:08:38,2025-06-26
中航格澜花园15栋,宝安,119.41,住宅,三房,430,45200,259442162368乐有家,深圳市乐有家房产交易有限公司,2025-08-09 07:08:20~2026-08-10 07:08:20,2025-08-09
碧水龙庭4栋,宝安,104.02,住宅,三房,496,57200,253831070066明家地产,深圳市明家房地产有限公司,2025-07-18 12:07:41~2026-07-19 12:07:41,2025-06-21
碧水龙庭4栋,宝安,104.02,住宅,三房,500,57200,258245419967明家地产,深圳市明家房地产有限公司,2025-06-21 08:06:31~2026-06-22 08:06:31,2025-06-21
碧水龙庭4栋,宝安,104.02,住宅,三房,460,57200,258571839335乐有家,深圳市乐有家房产交易有限公司,2025-08-10 10:08:47~2025-10-10 10:10:47,2025-06-13
碧水龙庭4栋,宝安,94.18,住宅,三房,500,57200,254355925327乐有家,深圳市乐有家房产交易有限公司,2025-07-03 07:07:59~2026-07-04 07:07:59,2025-07-03
碧水龙庭6栋,宝安,72.29,住宅,三房,380,57200,255059797283链家,深圳链家房地产经纪有限公司,2025-06-29 04:06:46~2026-06-30 04:06:46,2025-06-29
碧水龙庭6栋,宝安,104.02,住宅,三房,498,57200,259440959728乐有家,深圳市乐有家房产交易有限公司,2025-08-02 02:08:43~2025-10-02 02:10:43,2025-06-02
碧水龙庭6栋,宝安,104.02,住宅,三房,500,57200,250034075116乐有家,深圳市乐有家房产交易有限公司,2025-06-20 03:06:49~2026-06-21 03:06:49,2025-06-20
碧水龙庭6栋,宝安,104.8,住宅,三房,490,57200,254161834813乐有家,深圳市乐有家房产交易有限公司,2025-08-10 10:08:33~2026-08-11 10:08:33,2025-08-10
碧水龙庭10栋,宝安,91.63,住宅,三房,480,57200,258743869159乐有家控股,深圳市乐有家控股集团有限公司,2025-07-07 12:07:34~2025-09-06 12:09:34,2025-05-06
碧水龙庭10栋,宝安,91.63,住宅,三房,480,57200,254102099579中原地产,中原地产代理（深圳）有限公司,2025-07-16 09:07:39~2025-09-15 09:09:39,2025-04-23
碧水龙庭7栋,宝安,104.16,住宅,三房,495,57200,250269995610乐有家,深圳市乐有家房产交易有限公司,2025-08-01 12:08:51~2025-10-01 12:10:51,2025-04-18
碧水龙庭7栋,宝安,73.58,住宅,三房,330,57200,255191852061辉宏房地产,深圳市辉宏房地产投资顾问有限公司,2025-07-03 10:07:50~2025-09-02 10:09:50,2025-05-04
碧水龙庭7栋,宝安,73.58,住宅,三房,335,57200,254164536008乐有家,深圳市乐有家房产交易有限公司,2025-06-23 08:06:40~2025-08-23 08:08:40,2025-04-23
碧水龙庭7栋,宝安,73.57,住宅,三房,400,57200,253219692891乐有家,深圳市乐有家房产交易有限公司,2025-07-10 12:07:04~2025-09-09 12:09:04,2025-05-10
碧水龙庭7栋,宝安,73.58,住宅,三房,370,57200,255468205374乐有家,深圳市乐有家房产交易有限公司,2025-08-01 10:08:48~2025-10-01 10:10:48,2025-06-10
碧水龙庭7栋,宝安,73.58,住宅,三房,349,57200,256987783242乐有家,深圳市乐有家房产交易有限公司,2025-08-15 02:08:34~2025-10-15 02:10:34,2025-06-08
满京华云著华庭2栋,宝安,87.74,住宅,三房,368,--,255000013987博瑞达,深圳市博瑞达房地产经纪有限公司,2025-06-28 06:06:15~2026-06-29 06:06:15,2025-06-28
招商雍和府1栋,宝安,95.42,住宅,三房,420,--,255150384695乐有家,深圳市乐有家房产交易有限公司,2025-06-23 03:06:19~2026-06-24 03:06:19,2025-06-23
城市明珠花园13栋,宝安,104.47,住宅,三房,425,48200,252084128569乐有家,深圳市乐有家房产交易有限公司,2025-08-05 06:08:46~2025-10-05 06:10:46,2025-06-13
招商观园6栋,宝安,88.63,住宅,三房,360,47000,255621234887乐有家,深圳市乐有家房产交易有限公司,2025-07-23 04:07:13~2026-07-24 04:07:13,2025-06-23
滢水山庄一期3栋,宝安,107.23,住宅,三房,400,43500,258830549513乐有家,深圳市乐有家房产交易有限公司,2025-07-13 06:07:37~2026-07-14 06:07:37,2025-07-02
万家灯火花园1栋,宝安,75.56,住宅,三房,338,48100,254609990911深圳大胜房地产经纪有限公司,深圳大胜房地产经纪有限公司,2025-06-19 07:06:46~2025-08-19 07:08:46,2025-06-19
优品建筑5栋,宝安,114.23,住宅,三房,500,46600,256636459598乐有家,深圳市乐有家房产交易有限公司,2025-07-02 08:07:50~2026-07-03 08:07:50,2025-07-02
万科星城名邸1栋,宝安,80.67,住宅,三房,380,--,256710111994中原地产,中原地产代理（深圳）有限公司,2025-07-02 04:07:02~2026-07-03 04:07:02,2025-07-02
怀德广场,宝安,87.72,住宅,三房,478,53000,256357704573凤之凰置业,深圳市凤之凰置业有限公司,2025-06-26 04:06:11~2026-06-27 04:06:11,2025-06-26
碧水龙庭2栋,宝安,89.22,住宅,三房,458,57200,254020155513乐有家,深圳市乐有家房产交易有限公司,2025-07-20 06:07:38~2025-09-19 06:09:38,2025-05-21
碧水龙庭2栋,宝安,89.99,住宅,三房,460,57200,257441827163明家地产,深圳市明家房地产有限公司,2025-07-28 12:07:59~2026-07-29 12:07:59,2025-07-28
碧水龙庭2栋,宝安,96.85,住宅,三房,450,57200,255252633945乐有家,深圳市乐有家房产交易有限公司,2025-07-30 04:07:10~2026-07-31 04:07:10,2025-07-30
中商花园A栋,宝安,81.34,住宅,三房,500,60500,250724712413链家,深圳链家房地产经纪有限公司,2025-07-13 08:07:49~2025-09-12 08:09:49,2025-03-25
中商花园A栋,宝安,81.34,住宅,三房,480,60500,259892778310乐有家,深圳市乐有家房产交易有限公司,2025-06-20 05:06:15~2026-06-21 05:06:15,2025-06-20
中商花园B栋,宝安,70.72,住宅,三房,470,60500,256119383040链家,深圳链家房地产经纪有限公司,2025-07-30 02:07:24~2025-09-29 02:09:24,2025-03-30
中商花园B栋,宝安,74.17,住宅,三房,500,60500,258912721493中原地产,中原地产代理（深圳）有限公司,2025-08-13 06:08:45~2025-10-13 06:10:45,2025-06-18
中洲华府二期10号楼,宝安,49.23,住宅,三房,480,87100,253115972157乐有家,深圳市乐有家房产交易有限公司,2025-07-20 10:07:38~2025-09-19 10:09:38,2025-06-07
安源居B栋,宝安,93.57,住宅,三房,430,47000,251866545535乐有家控股,深圳市乐有家控股集团有限公司,2025-08-18 08:08:28~2025-10-18 08:10:28,2025-06-23
安源居B栋,宝安,103.48,住宅,三房,420,47000,256832389936乐有家,深圳市乐有家房产交易有限公司,2025-06-22 12:06:48~2025-08-22 12:08:48,2025-04-23
安源居B栋,宝安,93.57,住宅,三房,390,47000,251976611095乐有家,深圳市乐有家房产交易有限公司,2025-07-23 06:07:42~2026-07-24 06:07:42,2025-07-23
安源居B栋,宝安,103.48,住宅,三房,400,47000,255999096751乐有家,深圳市乐有家房产交易有限公司,2025-08-10 05:08:24~2026-08-11 05:08:24,2025-08-10
安源居A栋,宝安,91.75,住宅,三房,420,47000,257490325244乐有家,深圳市乐有家房产交易有限公司,2025-07-05 05:07:25~2026-07-06 05:07:25,2025-07-05
安源居A栋,宝安,91.75,住宅,三房,348,47000,252631234300乐有家控股,深圳市乐有家控股集团有限公司,2025-07-30 09:07:55~2026-07-31 09:07:55,2025-07-30
白金假日公寓1栋,宝安,43.4,住宅,三房,348,82400,258773811998乐有家,深圳市乐有家房产交易有限公司,2025-06-21 02:06:45~2025-08-21 02:08:45,2025-04-22
白金假日公寓1栋,宝安,40.83,住宅,三房,320,82400,255930749754链家,深圳链家房地产经纪有限公司,2025-07-03 08:07:45~2026-07-04 08:07:45,2025-07-03
白金假日公寓1栋,宝安,40.19,住宅,三房,400,82400,252324191225链家,深圳链家房地产经纪有限公司,2025-07-06 09:07:06~2026-07-07 09:07:06,2025-07-06
白金假日公寓1栋,宝安,43.4,住宅,三房,330,82400,256307505136乐有家,深圳市乐有家房产交易有限公司,2025-08-13 02:08:36~2026-08-14 02:08:36,2025-08-13
半岛明苑十三栋,宝安,81.24,住宅,三房,450,56200,250569333328乐有家,深圳市乐有家房产交易有限公司,2025-06-20 03:06:16~2026-06-21 03:06:16,2025-06-20
半岛明苑七栋,宝安,78.79,住宅,三房,445,56200,253046168854深度不动产,深圳市深度不动产服务有限公司,2025-07-11 11:07:15~2026-07-12 11:07:15,2025-07-11
半岛明苑七栋,宝安,78.79,住宅,三房,350,56200,254821624417乐有家,深圳市乐有家房产交易有限公司,2025-08-10 04:08:48~2025-10-10 04:10:48,2025-06-12
半岛明苑九栋,宝安,78.6,住宅,三房,480,56200,256573593190中原地产,中原地产代理（深圳）有限公司,2025-07-18 10:07:42~2025-09-17 10:09:42,2025-07-18
宝雅花园C栋,宝安,84,住宅,三房,500,72500,250557096229乐有家,深圳市乐有家房产交易有限公司,2025-06-19 08:06:19~2025-08-19 08:08:19,2025-03-06
宝雅花园C栋,宝安,79.9,住宅,三房,399,72500,257616254158乐有家控股,深圳市乐有家控股集团有限公司,2025-06-21 08:06:59~2026-06-22 08:06:59,2025-06-21
北方园小区S11栋,宝安,78.9,住宅,三房,360,52000,252708763649中原地产,中原地产代理（深圳）有限公司,2025-07-28 10:07:30~2025-09-27 10:09:30,2025-03-28
北方园小区S11栋,宝安,79.9,住宅,三房,360,52000,259916371771万房通地产,深圳市万房通地产投资顾问有限公司,2025-08-05 12:08:11~2026-08-06 12:08:11,2025-08-05
碧涛阁,宝安,103.6,住宅,三房,460,56000,256344505788中原地产,中原地产代理（深圳）有限公司,2025-08-11 06:08:01~2025-10-11 06:10:01,2025-04-23
碧涛阁,宝安,104.2,住宅,三房,490,56000,253114558556乐有家,深圳市乐有家房产交易有限公司,2025-07-10 10:07:08~2026-07-11 10:07:08,2025-07-10
碧涛居6号楼,宝安,95.97,住宅,三房,500,61000,257431185659链家,深圳链家房地产经纪有限公司,2025-06-28 05:06:55~2026-06-29 05:06:55,2025-06-28
碧涛苑一栋,宝安,111.4,住宅,三房,460,48500,251402672276乐有家,深圳市乐有家房产交易有限公司,2025-08-06 04:08:38~2025-10-06 04:10:38,2025-04-07
京基御景珑庭1栋,宝安,105,住宅,三房,450,--,258891803057深圳市安享家房地产有限公司,深圳市安享家房地产有限公司,2025-06-23 03:06:57~2026-06-24 03:06:57,2025-06-23
天福华府（A区）A3栋,宝安,88.04,住宅,三房,450,52000,250489089130宏企地产,深圳市宏企地产经纪有限公司,2025-07-03 11:07:50~2026-07-04 11:07:50,2025-07-03
金泽花园豪景阁,宝安,80.32,住宅,三房,350,38900,252052500068链家,深圳链家房地产经纪有限公司,2025-06-27 11:06:07~2026-07-28 11:07:07,2025-06-27
潜龙花园七栋,宝安,88.21,住宅,三房,420,51200,255159178893链家,深圳链家房地产经纪有限公司,2025-07-03 03:07:08~2026-07-04 03:07:08,2025-07-03
裕华花园乙栋,宝安,128.44,住宅,三房,440,46900,254016448109链家,深圳链家房地产经纪有限公司,2025-06-20 12:06:52~2025-08-20 12:08:52,2025-06-16
大信花园5栋,宝安,97.24,住宅,三房,406,45800,250662533313链家,深圳链家房地产经纪有限公司,2025-08-16 08:08:46~2025-10-16 08:10:46,2025-06-17
中粮凤凰里花苑6栋,宝安,81.45,住宅,三房,355,47700,256441488070乐有家,深圳市乐有家房产交易有限公司,2025-07-11 06:07:25~2025-09-10 06:09:25,2025-06-17
登科花园E座状元阁,宝安,93.11,住宅,三房,480,53900,253420156903乐有家控股,深圳市乐有家控股集团有限公司,2025-08-14 12:08:48~2026-08-15 12:08:48,2025-08-14
登科花园A座及第阁,宝安,108.32,住宅,三房,480,53900,250157166136鑫联地产,深圳市鑫联地产有限公司,2025-07-27 02:07:25~2025-09-26 02:09:25,2025-04-05
登科花园A座及第阁,宝安,103.75,住宅,三房,460,53900,256200252537中原地产,中原地产代理（深圳）有限公司,2025-08-13 02:08:29~2025-10-13 02:10:29,2025-04-27
登科花园A座及第阁,宝安,105.74,住宅,三房,450,53900,257348734930链家,深圳链家房地产经纪有限公司,2025-07-06 08:07:26~2025-09-05 08:09:26,2025-04-01
登科花园A座及第阁,宝安,103.75,住宅,三房,500,53900,250092089490链家,深圳链家房地产经纪有限公司,2025-08-07 02:08:42~2026-08-08 02:08:42,2025-07-01
二十四区商住楼十栋,宝安,78.8,住宅,三房,350,47500,256634592082乐有家,深圳市乐有家房产交易有限公司,2025-07-18 04:07:27~2025-09-17 04:09:27,2025-03-19
华安苑十五栋,宝安,86.1,住宅,三房,350,44000,257451050164乐有家控股,深圳市乐有家控股集团有限公司,2025-06-24 05:06:14~2026-06-25 05:06:14,2025-06-24
华厦楼,宝安,107.9,住宅,三房,418,38000,257691493935链家,深圳链家房地产经纪有限公司,2025-07-20 10:07:42~2026-07-21 10:07:42,2025-07-20
华天花园三栋,宝安,99.6,住宅,三房,368,44500,254852386593深房联地产,深圳市深房联地产投资顾问有限公司,2025-06-26 09:06:15~2026-06-27 09:06:15,2025-06-26
万家灯火花园4栋,宝安,88.99,住宅,三房,380,48100,259114852211乐有家,深圳市乐有家房产交易有限公司,2025-08-11 06:08:50~2026-08-12 06:08:50,2025-07-06
中粮凤凰里花苑6栋,宝安,78.82,住宅,三房,350,47700,250423100308盛源房地产,深圳市盛源房地产置业有限公司,2025-08-11 10:08:46~2025-10-11 10:10:46,2025-06-15
宝亭锦园1栋,宝安,89.23,住宅,三房,345,47800,255859724221中原地产,中原地产代理（深圳）有限公司,2025-06-25 05:06:44~2026-06-26 05:06:44,2025-06-25
潜龙曼海宁花园（北区）1栋,宝安,83.92,住宅,三房,500,73000,253972811223橘子房地产,深圳橘子房地产经纪有限公司,2025-06-24 09:06:29~2026-06-25 09:06:29,2025-06-24
万科金色领域花园（二期）7栋,宝安,89.35,住宅,三房,465,52000,253745253785馨居地产,馨居房地产经纪（深圳）有限公司,2025-07-03 11:07:09~2026-07-04 11:07:09,2025-07-03
住宅楼一栋,宝安,95.2,住宅,三房,450,--,257071238086乐有家,深圳市乐有家房产交易有限公司,2025-06-26 03:06:35~2026-06-27 03:06:35,2025-06-26
新安湖花园新云轩,宝安,81.1,住宅,三房,398,62000,250666103555乐有家,深圳市乐有家房产交易有限公司,2025-06-23 05:06:35~2026-06-24 05:06:35,2025-06-23
万科星城华府1栋,宝安,80.87,住宅,三房,400,--,251150639380深圳琦毅咨询管理有限公司,深圳琦毅咨询管理有限公司,2025-06-25 08:06:07~2026-06-26 08:06:07,2025-06-25
领航城领秀花园,宝安,80.37,住宅,三房,455,61000,253282135785盛世家地产,深圳市盛世家房地产经纪有限公司,2025-06-24 09:06:08~2026-06-25 09:06:08,2025-06-24
宝兴花园三栋,宝安,99.31,住宅,三房,360,42500,258888318645中原地产,中原地产代理（深圳）有限公司,2025-07-23 10:07:34~2026-07-24 10:07:34,2025-07-23
宝兴花园一栋,宝安,99.31,住宅,三房,380,42500,251499267581深房联地产,深圳市深房联地产投资顾问有限公司,2025-07-17 11:07:37~2026-07-18 11:07:37,2025-07-17
宝兴花园二栋,宝安,99.34,住宅,三房,420,42500,253332432590乐有家,深圳市乐有家房产交易有限公司,2025-07-20 02:07:44~2026-07-21 02:07:44,2025-07-20
碧海富通城B栋,宝安,75.65,住宅,三房,485,68700,257226355929中原地产,中原地产代理（深圳）有限公司,2025-08-12 08:08:51~2025-10-12 08:10:51,2025-05-01
碧海富通城1栋,宝安,76.38,住宅,三房,490,70200,255298319348乐有家,深圳市乐有家房产交易有限公司,2025-07-19 12:07:02~2025-09-18 12:09:02,2025-03-21
碧海富通城1栋,宝安,76.38,住宅,三房,500,70200,256219376856乐有家控股,深圳市乐有家控股集团有限公司,2025-07-01 12:07:35~2025-08-31 12:08:35,2025-03-24
碧海富通城1栋,宝安,76.95,住宅,三房,480,70200,258839655676乐有家,深圳市乐有家房产交易有限公司,2025-08-08 11:08:56~2026-08-09 11:08:56,2025-08-08
碧海富通城6栋,宝安,73.57,住宅,三房,488,70200,253991067801链家,深圳链家房地产经纪有限公司,2025-07-25 11:07:19~2026-07-26 11:07:19,2025-07-25
碧海富通城6栋,宝安,51.29,住宅,三房,396,70200,259129382683乐有家,深圳市乐有家房产交易有限公司,2025-06-29 08:06:07~2026-06-30 08:06:07,2025-06-29
领航城领秀花园,宝安,80.37,住宅,三房,435,61000,256654061490链家,深圳链家房地产经纪有限公司,2025-07-01 02:07:51~2026-07-02 02:07:51,2025-07-01
文汇学校教师家属楼,宝安,77.6,住宅,三房,360,48000,256682527026乐有家,深圳市乐有家房产交易有限公司,2025-06-20 06:06:20~2026-06-21 06:06:20,2025-06-20
海滨城广场8栋,宝安,79,住宅,三房,400,52500,250580268333链家,深圳链家房地产经纪有限公司,2025-07-06 07:07:32~2026-07-07 07:07:32,2025-07-06
宏发*雍景城F栋,宝安,91.18,住宅,三房,385,45800,252290713361乐有家,深圳市乐有家房产交易有限公司,2025-07-06 11:07:57~2026-07-07 11:07:57,2025-07-06
怀德广场,宝安,89.47,住宅,三房,460,53000,251311464651深圳市信优房地产有限公司,深圳市信优房地产有限公司,2025-06-20 09:06:25~2026-06-21 09:06:25,2025-06-20
桃源居3#住宅楼,宝安,86,住宅,三房,412.8,48000,259575180842链家,深圳链家房地产经纪有限公司,2025-06-26 06:06:39~2026-06-27 06:06:39,2025-06-26
桃源盛景园25栋,宝安,83.75,住宅,三房,398,57000,251127601324乐有家,深圳市乐有家房产交易有限公司,2025-06-25 04:06:45~2026-06-26 04:06:45,2025-06-23
万家灯火花园4栋,宝安,76.58,住宅,三房,330,48100,253503151141乐有家,深圳市乐有家房产交易有限公司,2025-07-01 07:07:49~2026-07-02 07:07:49,2025-07-01
九区九栋,宝安,65.5,住宅,三房,318,54000,259817696970乐有家,深圳市乐有家房产交易有限公司,2025-07-02 12:07:59~2025-09-01 12:09:59,2025-05-02
九区商住楼二栋,宝安,87.3,住宅,三房,380,54000,250109673456深房联地产,深圳市深房联地产投资顾问有限公司,2025-06-25 09:06:19~2026-06-26 09:06:19,2025-06-25
九区商住楼一栋,宝安,76.3,住宅,三房,378,54000,255827777103深房联地产,深圳市深房联地产投资顾问有限公司,2025-06-24 05:06:03~2025-08-24 05:08:03,2025-06-13
九区商住楼一栋,宝安,73.9,住宅,三房,390,54000,255618691927乐有家,深圳市乐有家房产交易有限公司,2025-07-16 06:07:14~2026-07-17 06:07:14,2025-07-16
宝城花园甲栋,宝安,84.28,住宅,三房,368,41900,253576103312链家,深圳链家房地产经纪有限公司,2025-08-10 10:08:12~2025-10-10 10:10:12,2025-06-11
宝城花园甲栋,宝安,84.28,住宅,三房,350,41900,256606838163乐有家,深圳市乐有家房产交易有限公司,2025-06-27 09:06:34~2026-06-28 09:06:34,2025-06-27
宝城花园乙栋,宝安,84.27,住宅,三房,350,41900,259528012743乐有家,深圳市乐有家房产交易有限公司,2025-08-08 10:08:21~2026-08-09 10:08:21,2025-08-08
宝兴花园四栋,宝安,81.07,住宅,三房,390,42500,251548802535幸福家园,深圳市幸福家园房地产信息咨询有限公司,2025-06-26 09:06:31~2026-06-27 09:06:31,2025-06-26
宝兴花园四栋,宝安,81.14,住宅,三房,310,42500,252844224918乐有家,深圳市乐有家房产交易有限公司,2025-08-12 10:08:02~2026-08-13 10:08:02,2025-08-12
宝兴花园三栋,宝安,99.9,住宅,三房,398,42500,254389870941铭家地产,深圳市铭家房地产投资顾问有限公司,2025-07-06 10:07:15~2026-07-07 10:07:15,2025-07-06
金港华庭1栋,宝安,88.88,住宅,三房,435,63300,257291858390乐有家,深圳市乐有家房产交易有限公司,2025-07-27 10:07:23~2025-09-26 10:09:23,2025-04-14
金港华庭1栋,宝安,88.47,住宅,三房,480,63300,256647135297链家,深圳链家房地产经纪有限公司,2025-08-12 06:08:38~2025-10-12 06:10:38,2025-05-03
金港华庭1栋,宝安,89.4,住宅,三房,450,63300,258279224426乐有家,深圳市乐有家房产交易有限公司,2025-07-11 12:07:32~2025-09-10 12:09:32,2025-05-18
金港华庭1栋,宝安,86.25,住宅,三房,450,63300,250167573778中原地产,中原地产代理（深圳）有限公司,2025-06-30 12:06:33~2025-08-30 12:08:33,2025-05-01
金港华庭1栋,宝安,88.47,住宅,三房,450,63300,252003467034中原地产,中原地产代理（深圳）有限公司,2025-06-22 08:06:25~2025-08-22 08:08:25,2025-04-23
金港华庭1栋,宝安,86.88,住宅,三房,430,63300,255085245350链家,深圳链家房地产经纪有限公司,2025-08-09 02:08:42~2025-10-09 02:10:42,2025-04-09
金港华庭1栋,宝安,88.85,住宅,三房,395,63300,256367233467米家地产,深圳市米家乐网络科技有限公司,2025-07-17 10:07:45~2026-07-18 10:07:45,2025-07-17
金港华庭1栋,宝安,87.74,住宅,三房,460,63300,252299487239链家,深圳链家房地产经纪有限公司,2025-06-29 11:06:09~2026-06-30 11:06:09,2025-06-29
金港华庭1栋,宝安,88.42,住宅,三房,450,63300,257707647679乐有家,深圳市乐有家房产交易有限公司,2025-06-21 02:06:06~2026-06-22 02:06:06,2025-06-21
金港华庭1栋,宝安,88.45,住宅,三房,425,63300,259198166188深圳市恒通达房地产信息咨询有限公司,深圳市恒通达房地产信息咨询有限公司,2025-08-09 05:08:55~2026-08-10 05:08:55,2025-08-09
大信花园11栋,宝安,96.86,住宅,三房,395,45800,251985554234乐有家,深圳市乐有家房产交易有限公司,2025-06-20 09:06:21~2025-08-20 09:08:21,2025-06-20
满京华云著花园（二期）2号楼,宝安,82.2,住宅,三房,360,45800,252418186289乐有家,深圳市乐有家房产交易有限公司,2025-07-04 12:07:54~2026-07-05 12:07:54,2025-07-04
碧海富通城5栋,宝安,74.33,住宅,三房,460,70200,252815294939深圳市连横房地产经纪有限公司,深圳市连横房地产经纪有限公司,2025-08-16 12:08:40~2026-08-17 12:08:40,2025-06-22
懿花园C3栋,宝安,89.46,住宅,三房,398,56600,250845877288链家,深圳链家房地产经纪有限公司,2025-06-25 08:06:57~2026-06-26 08:06:57,2025-06-20
腾阁,宝安,78.79,住宅,三房,490,71300,252452291083乐有家,深圳市乐有家房产交易有限公司,2025-08-12 10:08:08~2026-08-13 10:08:08,2025-06-20
嘉洲商务中心（A007-0558）2栋商务公寓,宝安,87.71,商务公寓,三房,328,--,252157963701乐有家,深圳市乐有家房产交易有限公司,2025-08-13 12:08:45~2025-10-13 12:10:45,2025-06-15
金地上塘道花园6栋,宝安,89.55,住宅,三房,500,66600,257443257500乐有家,深圳市乐有家房产交易有限公司,2025-08-11 12:08:30~2026-08-12 12:08:30,2025-07-01
世外桃源15栋,宝安,116.29,住宅,三房,460,48000,254797042534中原地产,中原地产代理（深圳）有限公司,2025-06-24 02:06:42~2026-06-25 02:06:42,2025-06-24
康华苑B栋,宝安,94.31,住宅,三房,318,39500,256261472485乐有家,深圳市乐有家房产交易有限公司,2025-06-23 07:06:59~2026-06-24 07:06:59,2025-06-23
万科星城上郡1栋,宝安,80.82,住宅,三房,350,--,252294566339华恒鑫地产,深圳市华恒鑫网络科技有限公司,2025-06-25 11:06:16~2026-06-26 11:06:16,2025-06-25
